timestamp,url,confidence,model,source,labeled,labeler_label,labeled_at
2025-10-23 15:05:04.439332,chrome-extension://fdhgeoginicibhagdmblfikbgbkahibd/html/site_status_block_page.html,0.6972338046465762,phishing_model_v2,model,False,,
2025-10-23 15:05:34.233664,chrome-extension://fdhgeoginicibhagdmblfikbgbkahibd/html/site_status_block_page.html,manual-report,extension,manual,False,,
2025-10-24 13:36:19.322223,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana&chal_t=1761292664832&force_referer=https%3A%2F%2Fntp.msn.com%2F,0.6356727010553787,phishing_model_v2,model,False,,
2025-10-24 13:36:55.894802,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana&chal_t=1761292664832&force_referer=https%3A%2F%2Fntp.msn.com%2F,0.6356727010553787,phishing_model_v2,model,False,,
2025-10-24T08:21:00.630606,http://127.0.0.1:8000/docs#/,0.5333939231671111,phishing_model_v2,model,False,,
2025-10-24T08:21:18.840257,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana,0.6356727010553787,phishing_model_v2,model,False,,
2025-10-24T08:21:20.676183,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana,manual-report,extension,manual,False,,
2025-10-24T08:27:33.308987,http://127.0.0.1:8000/dashboard,0.583940876473581,phishing_model_v2,model,False,,
2025-10-24T08:28:33.399635,http://127.0.0.1:8001/docs#/default/manual_report_report_post,0.583940876473581,phishing_model_v2,model,False,,
2025-10-24T08:34:58.126692,http://127.0.0.1:8000/dashboard?start_date=2025-10-17&end_date=2025-10-24&min_confidence=&source=,0.7253105389850586,phishing_model_v2,model,False,,
2025-10-24T08:35:14.597646,"https://www.flipkart.com/all/~cs-3210996647142bafca984c4297a803e9/pr?sid=wwe,fc3,xlp&marketplace=FLIPKART&restrictLocale=true",0.6106529467129206,phishing_model_v2,model,False,,
2025-10-24T08:45:08.331745,https://www.amazon.in/s?k=amazon+prime+video&adgrpid=1329311165621711&hvadid=83082218119764&hvbmt=bb&hvdev=c&hvlocphy=149931&hvnetw=o&hvqmt=e&hvtargid=kwd-83082826191148%3Aloc-90&hydadcr=23612_2291803&mcid=938a8032ed623a57a6cc1ecef53425fc&msclkid=4b6db6c30cae186dc255de3830dc8eb5&tag=msndeskstdin-21&ref=pd_sl_1oclc4jr3t_b,0.6356727010553787,phishing_model_v2,model,False,,
2025-10-24T08:45:40.255946,https://quillbot.com/grammar-check/d/179a04ef-eb3f-408b-9ac2-7094ae9b6ad4,0.6356727010553787,phishing_model_v2,model,False,,
2025-10-24T09:53:25.971183,https://www.amazon.in/s?k=amazon+prime+video&adgrpid=1329311165621711&hvadid=83082218119764&hvbmt=bb&hvdev=c&hvlocphy=149931&hvnetw=o&hvqmt=e&hvtargid=kwd-83082826191148%3Aloc-90&hydadcr=23612_2291803&mcid=938a8032ed623a57a6cc1ecef53425fc&msclkid=4b6db6c30cae186dc255de3830dc8eb5&tag=msndeskstdin-21&ref=pd_sl_1oclc4jr3t_b,0.0,manual_false_positive,manual,False,,
2025-10-24T10:10:29.145710,https://www.amazon.in/s?k=amazon+prime+video&adgrpid=1329311165621711&hvadid=83082218119764&hvbmt=bb&hvdev=c&hvlocphy=149931&hvnetw=o&hvqmt=e&hvtargid=kwd-83082826191148%3Aloc-90&hydadcr=23612_2291803&mcid=938a8032ed623a57a6cc1ecef53425fc&msclkid=4b6db6c30cae186dc255de3830dc8eb5&tag=msndeskstdin-21&ref=pd_sl_1oclc4jr3t_b,safe,dataset,dataset,True,0.0,2025-10-24T10:37:11.676418
2025-10-24T10:11:43.533121,"https://www.flipkart.com/all/~cs-3210996647142bafca984c4297a803e9/pr?sid=wwe,fc3,xlp&marketplace=FLIPKART&restrictLocale=true",0.0,manual_false_positive,manual,True,0.0,2025-10-24T10:37:10.484523
2025-10-24T10:23:36.466641,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana,safe,dataset,dataset,True,0.0,2025-10-24T10:37:09.557196
2025-10-24T10:25:20.857073,https://www.amazon.in/Prime-Videos/b?ie=UTF8&node=10882806031&pd_rd_w=5ql3x&content-id=amzn1.sym.087cd6b5-ffab-4729-96bb-a3def1c9ea17:amzn1.sym.087cd6b5-ffab-4729-96bb-a3def1c9ea17&pf_rd_p=087cd6b5-ffab-4729-96bb-a3def1c9ea17&pf_rd_r=F84X5H6NTCZQAB721JN5&pd_rd_wg=8xJGB&pd_rd_r=08e5f043-fbbd-4533-adcb-f41804b7c48c&qid=1761299597&ref_=sxts_snpl_1_0_087cd6b5-ffab-4729-96bb-a3def1c9ea17,safe,dataset,dataset,True,0.0,2025-10-24T10:37:08.138934
2025-10-24T10:25:37.803737,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts",0.7150641351283736,phishing_model_v2,model,True,0.0,2025-10-24T10:37:06.658641
2025-10-24T10:25:48.067972,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts",0.0,manual_false_positive,manual,True,0.0,2025-10-24T10:37:04.557957
2025-10-24T10:34:50.481490,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts",pending_safe,false_positive_pending,pending_review,True,0.0,2025-10-24T10:36:22.966704
2025-10-24T10:40:51.748087,https://quillbot.com/grammar-check/d/179a04ef-eb3f-408b-9ac2-7094ae9b6ad4,pending_safe,false_positive_pending,pending_review,True,0.0,2025-10-24T10:42:21.794530
2025-10-24T10:42:27.049037,https://quillbot.com/grammar-check/d/179a04ef-eb3f-408b-9ac2-7094ae9b6ad4,safe,dataset,dataset,,,
2025-10-24T10:43:16.885259,https://meet.google.com/swg-sfzv-cqe,0.7024951632985621,phishing_model_v2,model,,,
2025-10-24T10:43:19.009940,https://meet.google.com/swg-sfzv-cqe,pending_safe,false_positive_pending,pending_review,True,0.0,2025-10-24T10:43:32.385398
2025-10-24T10:43:43.470223,https://meet.google.com/swg-sfzv-cqe,safe,dataset,dataset
2025-10-24T12:49:38.699657,http://127.0.0.1:8001/docs#/default/manual_report_report_post,pending_safe,false_positive_pending,pending_review
2025-10-31T07:32:26.899073,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana&chal_t=1761895924508&force_referer=https%3A%2F%2Fntp.msn.com%2F,safe,dataset,dataset
